# ID SN_Type SN_RA SN_Dec Redshift Kind_z Host_Name Host_RA Host_Dec vflag rmag AbsMag 
13436 II 335.74899999999997 0.301659 -999.0 -999 "SDSS J22259.75+001805.9" 335.74899999999997 0.301641 -999 22.37234 nan
13437 II 13.908699999999998 0.8832719444444445 -999.0 -999 "SDSS J05538.09+005259.8" 13.908699999999998 0.8832800000000001 9 18.7993 nan
13438 II 44.001400000000004 -1.25708 -999.0 -999 "SDSS J25600.34-011525.5" 44.001400000000004 -1.25709 -999 20.85722 nan
13439 II 23.888099999999998 0.9474630555555555 -999.0 -999 "SDSS J13533.16+005650.7" 23.888199999999998 0.947427 -999 21.17004 nan
13440 II 8.76356 -1.16305 -999.0 -999 "SDSS J03503.26-010946.8" 8.763589999999999 -1.16303 9 18.90814 nan
13441 II 10.940599999999998 -1.2265700000000002 -999.0 -999 "SDSS J04345.75-011335.7" 10.940599999999998 -1.22659 9 22.26245 nan
13442 II 15.674100000000001 -1.15367 -999.0 -999 "SDSS J10241.77-010913.2" 15.674100000000001 -1.15367 -999 21.31414 nan
13443 II 32.3152 0.7651511111111111 0.210315 spectroscopic "SDSS J20915.75+004553.0" 32.31569999999999 0.764724 -999 21.50072 -17.497734756457206
13444 II 338.662 -0.63812 0.367595 spectroscopic "SDSS J23438.77-003817.4" 338.662 -0.638183 9 18.85676 -21.354191492203782
13445 II 309.142 0.6958919444444445 -999.0 -999 "SDSS J03634.08+004145.1" 309.142 0.69587 -999 21.24827 nan
13446 II 356.09 0.065425 -999.0 -999 "SDSS J34421.60+000355.4" 356.09 0.06539880555555555 -999 22.80739 nan
13447 II 349.97299999999996 0.8058111111111111 0.08259 spectroscopic "SDSS J31953.39+004821.5" 349.972 0.8059900000000001 9 19.5625 -17.4062408452046
13448 II 309.076 1.0483500000000001 -999.0 -999 "SDSS J03618.19+010254.0" 309.076 1.0483600000000002 -999 20.54428 nan
13449 II 1.7933699999999997 -0.068387 -999.0 -999 "SDSS J00710.39-000406.2" 1.7933199999999998 -0.0684124 -999 22.63497 nan
13450 II 9.426449999999999 -0.068946 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13451 II 9.96577 -0.11457300000000001 -999.0 -999 -999 -999.0 -999.0 -999 23.0106 nan
13452 II 4.366769999999999 0.6804488888888889 -999.0 -999 "SDSS J01728.03+004049.4" 4.3668 0.680415 -999 21.42393 nan
13453 II 10.0019 0.7356809999999999 -999.0 -999 "SDSS J04000.60+004410.0" 10.002499999999998 0.736138 -999 21.74169 nan
13454 II 46.808299999999996 0.05812777777777778 -999.0 -999 "SDSS J30713.86+000330.1" 46.80779999999999 0.058363000000000005 -999 21.25534 nan
13455 II 44.0223 0.7647769444444444 -999.0 -999 "SDSS J25605.33+004553.2" 44.0222 0.764779 -999 -999.0 -999.0
13456 II 2.6579399999999995 -0.891192 -999.0 -999 "SDSS J01037.91-005328.2" 2.6579699999999997 -0.8911749999999999 -999 21.71946 nan
13457 II 11.176099999999998 -0.857414 -999.0 -999 -999 -999.0 -999.0 -999 19.30097 nan
13458 Ib/c 37.009899999999995 -1.02644 -999.0 -999 "SDSS J22802.32-010135.8" 37.009699999999995 -1.02663 9 20.5669 nan
13459 II 324.21799999999996 0.3120938888888889 0.119055 spectroscopic "SDSS J13652.43+001840.3" 324.21799999999996 0.31121499999999996 -999 21.35321 -16.40963171144622
13460 II 50.7108 0.2729419444444444 0.118381 spectroscopic "SDSS J32250.52+001622.3" 50.710499999999996 0.272865 -999 22.23696 -15.513553535978449
13461 II 47.655699999999996 0.8050030555555556 -999.0 -999 "SDSS J31037.37+004817.8" 47.655699999999996 0.804965 -999 21.71395 nan
13462 II 326.005 -0.487076 -999.0 -999 "SDSS J14401.09-002913.4" 326.005 -0.487056 -999 21.07713 nan
13463 II 332.22499999999997 -0.504883 -999.0 -999 "SDSS J20853.95-003017.6" 332.22499999999997 -0.504901 -999 19.32094 nan
13464 II 340.49899999999997 0.3595630555555555 0.147804 spectroscopic "SDSS J24159.80+002135.2" 340.49899999999997 0.35978699999999997 -999 21.21105 -17.021484451997978
13465 II 340.5539999999999 0.2552919444444444 -999.0 -999 "SDSS J24212.89+001518.9" 340.5539999999999 0.255259 -999 20.95882 nan
13466 II 356.61499999999995 -0.5316110000000001 0.19078 spectroscopic "SDSS J34627.56-003153.9" 356.61499999999995 -0.5316420000000001 -999 21.27394 -17.51282773689655
13467 II 6.797459999999999 -0.459517 -999.0 -999 -999 -999.0 -999.0 -999 21.86197 nan
13468 II 10.520799999999998 -0.5225470000000001 -999.0 -999 "SDSS J04204.98-003121.2" 10.520799999999998 -0.5225690000000001 -999 21.52296 nan
13469 II 52.081199999999995 0.9382819444444445 -999.0 -999 "SDSS J32819.49+005617.8" 52.081199999999995 0.938285 -999 21.30237 nan
13470 II 54.77569999999999 0.968804 -999.0 -999 "SDSS J33906.16+005807.8" 54.77569999999999 0.968847 -999 22.34896 nan
13471 II 49.52319999999999 -0.82411 -999.0 -999 "SDSS J31805.56-004926.6" 49.52319999999999 -0.824078 9 17.72939 nan
13472 Ib/c 32.0864 0.02785277777777778 0.051919 spectroscopic "SDSS J20821.39+000147.1" 32.089099999999995 0.0297685 -999 16.62747 -19.333265109769894
13473 II 32.40749999999999 0.09509166666666666 0.317036 spectroscopic "SDSS J20937.87+000544.1" 32.407799999999995 0.09558599999999999 9 20.01396 -19.875686414271716
13474 II 42.48929999999999 0.07535 0.186136 spectroscopic "SDSS J24957.35+000431.2" 42.48899999999999 0.07533480555555555 -999 19.96169 -18.77156539881391
13475 II 46.608799999999995 -0.29551499999999997 -999.0 -999 "SDSS J30626.12-001744.0" 46.608799999999995 -0.295579 9 18.09749 nan
13476 II 1.0057999999999998 0.26963055555555554 -999.0 -999 -999 -999.0 -999.0 9 20.70458 nan
13477 II 310.93199999999996 -0.970759 -999.0 -999 -999 -999.0 -999.0 -999 21.63885 nan
13478 Ib/c 333.04299999999995 -0.9115300000000001 0.080016 spectroscopic "SDSS J21210.42-005446.2" 333.04299999999995 -0.912854 -999 22.42436 -14.475627700657604
13479 II 57.31419999999999 0.7683390000000001 -999.0 -999 "SDSS J34915.40+004605.9" 57.31419999999999 0.768314 -999 20.21857 nan
13480 II 342.182 0.8073611111111112 0.193779 spectroscopic "SDSS J24843.57+004826.4" 342.182 0.807338 -999 17.05769 -21.762947066596155
13481 II 33.6423 1.16071 0.446857 spectroscopic "SDSS J21434.17+010938.4" 33.642399999999995 1.16068 -999 21.80097 -18.833976342302563
13482 II 30.85759999999999 0.674225 -999.0 -999 "SDSS J20325.84+004027.2" 30.857699999999994 0.674237 -999 22.54871 nan
13483 II 44.68659999999999 -0.9531689999999999 -999.0 -999 "SDSS J25844.77-005711.4" 44.68659999999999 -0.953193 -999 22.33302 nan
13484 II 18.034999999999997 1.10671 -999.0 -999 "SDSS J11208.38+010624.0" 18.034899999999997 1.1066900000000002 -999 22.20181 nan
13485 II 331.653 1.12262 -999.0 -999 "SDSS J20636.69+010721.4" 331.653 1.12263 9 19.07983 nan
13486 II 47.89609999999999 -0.975838 -999.0 -999 "SDSS J31135.05-005833.1" 47.89599999999999 -0.97587 -999 -999.0 -999.0
13487 II 307.0349999999999 1.1640899999999998 -999.0 -999 "SDSS J02808.33+010950.9" 307.0349999999999 1.16414 9 18.66096 nan
13488 II 14.326599999999997 -0.9973489999999999 -999.0 -999 "SDSS J05718.38-005950.3" 14.326599999999997 -0.997332 9 19.55549 nan
13489 II 48.97579999999999 -0.967522 -999.0 -999 "SDSS J31554.19-005803.1" 48.97579999999999 -0.967547 -999 21.59289 nan
13490 II 33.853699999999996 -0.944405 -999.0 -999 "SDSS J21524.88-005639.9" 33.853699999999996 -0.944435 -999 21.79634 nan
13491 II 47.107699999999994 -0.853997 -999.0 -999 "SDSS J30825.82-005114.2" 47.10759999999999 -0.853962 -999 -999.0 -999.0
13492 II 350.94999999999993 -0.143568 -999.0 -999 "SDSS J32347.96-000836.7" 350.94999999999993 -0.143535 -999 19.04534 nan
13493 II 334.681 -1.23035 -999.0 -999 "SDSS J21843.54-011349.4" 334.681 -1.2304000000000002 -999 21.32156 nan
13494 II 53.22239999999999 -0.961283 -999.0 -999 "SDSS J33253.36-005740.5" 53.22239999999999 -0.9612689999999999 -999 24.76116 nan
13495 II 324.054 -0.515828 0.4527 spectroscopic "SDSS J13613.02-003057.0" 324.054 -0.515854 9 17.09854 -23.5646159871159
13496 II 322.347 0.945235 -999.0 -999 "SDSS J12923.34+005642.7" 322.347 0.945217 9 -999.0 -999.0
13497 II 2.54478 -0.162013 -999.0 -999 "SDSS J01010.75-000943.2" 2.5448099999999996 -0.16200599999999998 9 18.7135 nan
13498 II 28.111799999999995 -0.17141599999999999 0.08048 spectroscopic "SDSS J15226.54-001017.3" 28.110599999999994 -0.171473 9 19.66776 -17.244783353198898
13499 II 30.717699999999994 -0.034816 -999.0 -999 "SDSS J20252.25-000205.4" 30.717699999999994 -0.034846 -999 20.1777 nan
13500 II 14.772899999999998 -0.085204 -999.0 -999 "SDSS J05905.49-000506.8" 14.772899999999998 -0.08524079999999999 -999 21.8906 nan
13501 II 33.6588 -0.16072699999999998 -999.0 -999 "SDSS J21438.11-000938.9" 33.6588 -0.160816 9 17.95558 nan
13502 II 33.7403 -0.036965 -999.0 -999 "SDSS J21457.65-000213.3" 33.7402 -0.03703080555555555 -999 23.11067 nan
13503 II 317.15899999999993 0.12596305555555556 -999.0 -999 -999 -999.0 -999.0 -999 21.29008 nan
13504 II 354.69399999999996 0.284288 0.094283 spectroscopic "SDSS J33846.61+001703.1" 354.69399999999996 0.2842 -999 23.19289 -14.063380479293372
13505 II 38.206999999999994 -0.5905050000000001 -999.0 -999 "SDSS J23249.68-003525.8" 38.206999999999994 -0.5905090000000001 -999 21.33213 nan
13506 II 51.36699999999999 -0.5898030000000001 -999.0 -999 "SDSS J32528.07-003523.3" 51.36699999999999 -0.589816 -999 21.89428 nan
13507 II 354.23 -0.802477 -999.0 -999 "SDSS J33655.08-004809.0" 354.23 -0.802509 -999 -999.0 -999.0
13508 II 35.2231 0.4064080555555556 -999.0 -999 "SDSS J22053.53+002423.0" 35.2231 0.406413 9 17.50179 nan
13509 II 52.63589999999999 0.41777400000000003 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13510 II 15.1192 0.4471838888888889 0.395529 spectroscopic "SDSS J10028.60+002649.7" 15.1192 0.44714000000000004 -999 22.14021 -18.22978517097943
13511 II 21.183299999999996 0.5317611111111111 0.282827 spectroscopic "SDSS J12443.98+003154.2" 21.183299999999996 0.531734 -999 -999.0 -999.0
13512 II 341.40899999999993 -0.067042 -999.0 -999 "SDSS J24538.04-000401.4" 341.40899999999993 -0.06707149999999999 -999 21.65822 nan
13513 II 2.5086299999999997 0.8935488888888888 -999.0 -999 "SDSS J01002.08+005336.8" 2.508689999999999 0.893567 -999 18.75683 nan
13514 II 16.716399999999997 -0.502369 0.572987 spectroscopic "SDSS J10651.92-003008.6" 16.716399999999997 -0.502402 -999 21.369 -19.805827358400578
13515 II 32.72549999999999 -1.02396 -999.0 -999 "SDSS J21054.12-010126.2" 32.72549999999999 -1.02395 -999 20.9878 nan
13516 II 14.371999999999998 -0.098926 -999.0 -999 "SDSS J05729.27-000556.2" 14.371999999999998 -0.09894711111111111 -999 22.06225 nan
13517 II 40.5682 -1.00011 0.204245 spectroscopic "SDSS J24216.37-010000.4" 40.5682 -1.00013 -999 22.61717 -16.317690682791927
13518 II 55.6001 -0.879511 -999.0 -999 -999 -999.0 -999.0 -999 19.27584 nan
13519 II 30.090899999999998 1.2175500000000001 -999.0 -999 "SDSS J20021.83+011303.0" 30.091 1.2175200000000002 -999 21.68688 nan
13520 II 338.70699999999994 -0.422555 0.119462 spectroscopic "SDSS J23449.65-002524.0" 338.70699999999994 -0.423354 -999 21.97544 -15.794812421194024
13521 II 341.61999999999995 -0.290991 -999.0 -999 -999 -999.0 -999.0 -999 21.2688 nan
13522 II 32.792699999999996 0.5581211111111112 -999.0 -999 "SDSS J21110.24+003329.2" 32.792699999999996 0.5581250000000001 -999 22.60505 nan
13523 II 45.527699999999996 -0.062454 -999.0 -999 "SDSS J30206.64-000344.8" 45.527699999999996 -0.06245211111111111 -999 23.83428 nan
13524 II 50.57749999999999 -0.140143 -999.0 -999 "SDSS J32218.59-000824.6" 50.57749999999999 -0.140174 -999 -999.0 -999.0
13525 II 50.6688 -0.012051000000000001 -999.0 -999 "SDSS J32240.50-000043.5" 50.6688 -0.0120945 9 15.88106 nan
13526 II 9.84055 -0.790452 -999.0 -999 "SDSS J03921.74-004725.4" 9.84062 -0.790395 -999 20.24188 nan
13527 II 53.747599999999984 0.0006944444444444445 0.126349 spectroscopic "SDSS J33459.16+000002.2" 53.74649999999999 0.0006207638888888889 -999 21.64954 -16.24242255968264
13528 II 11.855199999999998 -0.36752799999999997 0.394855 spectroscopic "SDSS J04725.23-002203.0" 11.855199999999998 -0.36752599999999996 9 20.32767 -20.03862172364553
13529 II 21.9854 -0.37657999999999997 0.265928 spectroscopic "SDSS J12756.36-002235.8" 21.984899999999996 -0.376613 -999 22.29086 -17.21706385126522
13530 II 304.59 0.2636761111111111 -999.0 -999 "SDSS J01821.59+001549.1" 304.59 0.263663 -999 -999.0 -999.0
13531 II 312.09099999999995 -0.194993 -999.0 -999 "SDSS J04821.80-001142.9" 312.09099999999995 -0.195272 -999 21.47524 nan
13532 II 56.223499999999994 -0.15164 -999.0 -999 "SDSS J35202.18-000541.8" 58.0091 -0.09494849999999999 9 21.17293 nan
13533 II 312.29999999999995 -0.150262 -999.0 -999 "SDSS J04911.90-000901.0" 312.29999999999995 -0.150288 -999 19.11411 nan
13534 II 335.68899999999996 -0.092344 0.365207 spectroscopic "SDSS J22245.44-000532.6" 335.68899999999996 -0.09240388888888888 -999 -999.0 -999.0
13535 II 357.183 0.9463194444444445 -999.0 -999 "SDSS J34843.81+005646.9" 357.183 0.946374 -999 22.43142 nan
13536 II 14.261299999999999 -0.627308 0.290116 spectroscopic "SDSS J05702.70-003738.3" 14.261299999999999 -0.6273310000000001 -999 18.54792 -21.14904191942674
13537 II 17.363799999999998 1.0229899999999998 -999.0 -999 "SDSS J10927.30+010122.6" 17.363799999999998 1.02297 9 19.05131 nan
13538 II 34.30459999999999 0.685616 0.378322 spectroscopic "SDSS J21713.10+004107.2" 34.30459999999999 0.6853360000000001 -999 19.87215 -20.401261499200007
13539 II 36.766099999999994 0.6290450000000001 -999.0 -999 -999 -999.0 -999.0 -999 21.34712 nan
13540 II 38.023599999999995 -0.478599 -999.0 -999 "SDSS J23205.64-002841.9" 38.02349999999999 -0.478329 9 20.53456 nan
13541 II 14.570099999999998 -0.060681 -999.0 -999 "SDSS J05816.82-000338.7" 14.570099999999998 -0.060761694444444445 -999 -999.0 -999.0
13542 II 330.3539999999999 0.09864722222222222 -999.0 -999 -999 -999.0 -999.0 9 19.59542 nan
13543 II 337.292 0.0245 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13544 II 17.1775 -0.066889 -999.0 -999 "SDSS J10842.60-000401.0" 17.1775 -0.0669503 9 20.20874 nan
13545 II 21.884699999999995 -0.032678 -999.0 -999 "SDSS J12732.34-000157.6" 21.8848 -0.032685 9 20.36391 nan
13546 II 334.359 0.3160761111111111 -999.0 -999 -999 -999.0 -999.0 -999 22.35668 nan
13547 II 22.846799999999998 0.27719305555555557 -999.0 -999 -999 -999.0 -999.0 -999 20.04716 nan
13548 II 24.917599999999993 0.3545111111111111 -999.0 -999 -999 -999.0 -999.0 9 19.68536 nan
13549 II 27.377799999999997 0.36001694444444443 -999.0 -999 -999 -999.0 -999.0 -999 22.38309 nan
13550 II 44.753699999999995 -0.0022740000000000004 -999.0 -999 "SDSS J25900.89-000008.2" 44.753699999999995 -0.002285388888888889 9 20.4513 nan
13551 II 13.812199999999997 1.1461299999999999 -999.0 -999 "SDSS J05514.93+010845.9" 13.812199999999997 1.14609 -999 -999.0 -999.0
13552 II 34.090199999999996 1.06687 0.219259 spectroscopic "SDSS J21621.63+010401.4" 34.090199999999996 1.06707 -999 21.78899 -17.29990065983838
13553 II 3.31317 0.7085330555555555 -999.0 -999 "SDSS J01315.15+004230.6" 3.3131299999999997 0.708521 9 20.69336 nan
13554 II 5.216599999999999 0.7923738888888889 -999.0 -999 "SDSS J02052.01+004732.0" 5.21672 0.792234 9 18.31406 nan
13555 II 352.62499999999994 -0.483853 -999.0 -999 -999 -999.0 -999.0 -999 22.62649 nan
13556 II 344.597 1.16458 0.06855 spectroscopic "SDSS J25823.36+010953.4" 344.597 1.16486 9 21.00723 -15.556910810267297
13557 II 34.097699999999996 0.06396666666666667 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13558 II -999.0 -999.0 0.046912 -999 -999 -999.0 -999.0 -999 22.47589 -13.264633257764714
13559 II -999.0 -999.0 0.160245 -999 -999 -999.0 -999.0 -999 22.4344 -15.973625951887623
13560 II -999.0 -999.0 0.040447 -999 -999 -999.0 -999.0 -999 21.86925 -13.549285089775076
13561 II -999.0 -999.0 0.069818 -999 -999 -999.0 -999.0 -999 22.02584 -14.578100534122644
13562 II -999.0 -999.0 0.047871 -999 -999 -999.0 -999.0 -999 23.01478 -12.769686013439166
13563 II -999.0 -999.0 0.029696 -999 -999 -999.0 -999.0 -999 22.68158 -12.06601328733348
13564 II -999.0 -999.0 0.040983 -999 -999 -999.0 -999.0 -999 21.82354 -13.623582244916506
13565 II -999.0 -999.0 0.014011 -999 -999 -999.0 -999.0 -999 21.16146 -11.954989179998986
13566 II -999.0 -999.0 0.028436 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13567 II -999.0 -999.0 0.034033 -999 -999 -999.0 -999.0 -999 21.7767 -13.266904683277598
13568 I -999.0 -999.0 0.121585 -999 -999 -999.0 -999.0 -999 22.61088 -15.197623510250217
13569 I -999.0 -999.0 0.190248 -999 -999 -999.0 -999.0 9 19.96033 -18.820374014164663
13570 I -999.0 -999.0 0.045494 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13571 II -999.0 -999.0 0.031121 -999 -999 -999.0 -999.0 9 20.76938 -14.079991232497864
13572 II -999.0 -999.0 0.098021 -999 -999 -999.0 -999.0 -999 21.45704 -15.883659158770321
13573 II -999.0 -999.0 0.062364 -999 -999 -999.0 -999.0 -999 21.23153 -15.127243328992058
13574 II -999.0 -999.0 0.034671 -999 -999 -999.0 -999.0 -999 21.7307 -13.353235354623202
13575 II -999.0 -999.0 0.063284 -999 -999 -999.0 -999.0 -999 21.71803 -14.672543123963962
13576 II -999.0 -999.0 0.061596 -999 -999 -999.0 -999.0 -999 23.51534 -12.816526066181577
13577 II -999.0 -999.0 0.058012 -999 -999 -999.0 -999.0 -999 21.18727 -15.014422706138202
13578 II -999.0 -999.0 0.023035 -999 -999 -999.0 -999.0 -999 21.58864 -12.607404597583123
13579 II 129.91625 35.65416666666667 0.16 host -999 -999.0 -999.0 9 17.94584 -20.45886342791926
13580 II 176.1962583333333 53.91708333333333 -999.0 -999 -999 -999.0 -999.0 9 19.6728 nan
13581 II 126.20810833333331 29.612275 0.04 host -999 -999.0 -999.0 -999 21.21126 -14.183143471279447
13582 II 186.9265583333333 9.957933333333333 0.07 host -999 -999.0 -999.0 -999 19.62304 -16.986553714710926
13583 II 248.27352083333332 35.100275 -999.0 -999 -999 -999.0 -999.0 9 16.75921 nan
13584 II 243.21969166666665 30.849602777777775 0.048 host -999 -999.0 -999.0 -999 16.9057 -18.884609701517572
13585 II 198.2796458333333 46.09843333333333 0.03 host -999 -999.0 -999.0 -999 19.6848 -15.084909788237947
13586 II 245.68661666666665 32.65918333333333 0.041 host -999 -999.0 -999.0 -999 -999.0 -999.0
13587 II 256.6112416666667 23.40276111111111 -999.0 -999 -999 -999.0 -999.0 -999 -999.0 -999.0
13588 II 117.08611249999998 47.20396111111111 -999.0 -999 -999 -999.0 -999.0 -999 23.51059 nan
13589 II 174.80624999999998 15.037777777777778 0.014 host -999 -999.0 -999.0 -999 21.52214 -11.592603693030831
13590 II 202.74021666666664 36.98922777777778 -999.0 -999 -999 -999.0 -999.0 -999 22.21276 nan
13591 II 157.8943625 19.06865833333333 0.034 host -999 -999.0 -999.0 -999 22.05132 -12.990178099850912
13592 II 198.76572499999997 22.589647222222222 -999.0 -999 -999 -999.0 -999.0 -999 23.02609 nan
13593 II 119.55557916666666 44.01893333333333 0.047 host -999 -999.0 -999.0 -999 -999.0 -999.0
13594 II 143.30812083333333 1.9829805555555557 -999.0 -999 -999 -999.0 -999.0 -999 19.98896 nan
13595 II 114.47224999999999 31.89196388888889 -999.0 -999 -999 -999.0 -999.0 9 18.12386 nan
13596 II 196.59957499999996 -1.6760305555555555 -999.0 -999 -999 -999.0 -999.0 9 20.77369 nan
13597 IIn 46.45225 -28.84358333333333 0.05 -999 -999 -999.0 -999.0 -999 21.41567 -14.463283536319729
13598 Ic 201.42945833333332 -29.540805555555558 0.04 -999 -999 -999.0 -999.0 -999 23.60811 -11.786293471279446
13599 II 202.48291666666663 -32.14069444444444 0.015 -999 -999 -999.0 -999.0 -999 22.88371 -10.38084980991804
13600 II -999.0 -999.0 0.075 -999 -999 -999.0 -999.0 9 20.23251 -16.526899831598133
13601 SLSN-II? 150.02442499999998 2.2732280555555553 3.8993 -999 -999 -999.0 -999.0 -999 20.88764 -24.451396763332138
13602 "CC, I" 83.62916666666665 22.016666666666666 -999.0 -999 "Milky Way" -999.0 -999.0 9 20.97241 nan
13603 CC? 31.42083333333333 64.81666666666666 -999.0 -999 "Milky Way" -999.0 -999.0 -999 -999.0 -999.0
13604 IIb 350.8583333333333 58.8 -999.0 -999 "Milky Way" -999.0 -999.0 -999 21.72952 nan
13605 I 10.679166666666664 41.26777777777777 -0.00097 host "NGC 224, M31" 10.683333333333332 41.26888888888889 -999 21.18664 nan
13606 I 185.69833333333332 15.823611111111111 0.0053 host "NGC 4321, M100" 185.72916666666666 15.822777777777777 -999 19.32978 -11.675702862643583
13607 I 191.50833333333333 -8.653333333333334 0.005 host "NGC 4674" 191.5125 -8.655833333333334 -999 22.85702 -8.021933536319732
13608 "II, II P" 210.5132083333333 54.46830555555556 0.00079 host "NGC 5457, M101" 210.802 54.3489 9 18.75055 -8.121688971091846
13609 II 308.69541666666663 60.124722222222225 0.00015 host "NGC 6946" 308.7166666666666 60.15416666666667 9 18.94644 -4.318119809918045
13610 I 187.70291666666665 12.417777777777777 0.00541 -999 "NGC 4486, M87" 187.70833333333331 12.389999999999999 9 18.7647 -12.285389840172481
13611 "II, I" 128.81541666666666 28.475277777777777 0.0072 host "NGC 2608" 128.82199999999997 28.473399999999998 -999 20.682 -10.988765996795983
13612 II 154.57916666666665 41.37166666666667 0.002 host "NGC 3184" 154.57083333333333 41.42444444444444 -999 -999.0 -999.0
13613 I 154.59583333333333 41.35 0.00319 -999 "NGC 3184" 154.57083333333333 41.42444444444444 -999 -999.0 -999.0
13614 "II, II P" 204.28833333333333 -29.851111111111113 0.0017 host "NGC 5236, M83" 204.24999999999997 -29.86777777777778 9 16.862 -11.674348121531008
13615 "II, II L" 185.475 4.493333333333333 0.00804 -999 "NGC 4303, M61" 185.47916666666663 4.473611111111111 -999 20.37644 -11.533943758381895
13616 "II, II P, II L" 184.98291666666663 5.352222222222222 0.0079 host "NGC 4273" 184.98399999999995 5.343299999999999 9 18.85982 -13.012418971091847
13617 "II, II P" 182.78333333333333 50.495 0.0026 host "NGC 4157" 182.76666666666665 50.484722222222224 9 20.76453 -8.694440254493728
13618 I 58.654166666666654 -20.488333333333333 0.0062 host "NGC 1482" 58.66249999999999 -20.5025 -999 22.13597 -9.21009196213091
13619 "II, II P" 154.56666666666666 41.375 0.0111 -999 "NGC 3184" 154.57083333333333 41.42444444444444 -999 22.05699 -10.553728408572923
13620 I 39.40416666666666 34.44166666666667 0.016 host "MCG +06-06-68, UGC 2105" 39.416666666666664 34.43194444444444 -999 21.57489 -11.829813427919259
13621 I 190.5083333333333 11.631666666666666 0.00523 -999 "NGC 4621, M59" 190.51249999999996 11.646944444444443 -999 21.75888 -9.217731958976007
13622 I 308.60024999999996 60.15830555555556 0.00015 host "NGC 6946" 308.7166666666666 60.15416666666667 -999 20.63427 -2.630289809918043
13623 "II, II L" 229.04583333333332 56.23833333333334 0.0022 host "NGC 5907" 228.9708333333333 56.32611111111112 -999 21.46499 -7.63122691875067
13624 "II, II P" 192.6375 25.536666666666665 0.004 host "NGC 4725" 192.61249999999998 25.50027777777778 -999 22.44007 -7.954333471279451
13625 II 226.72499999999997 56.50833333333333 0.03 host "IC 1099" 226.72916666666663 56.509166666666665 -999 20.88178 -13.887929788237948
13626 I 11.879166666666665 -25.293333333333333 0.00082 host "NGC 253" 11.887499999999998 -25.288333333333334 -999 21.9288 -5.02437277655822
13627 "II, II L" 188.97916666666666 27.966666666666665 0.0027 host "NGC 4559" 188.98749999999998 27.96472222222222 -999 22.54868 -6.992242335434575
13628 II 182.33749999999998 29.908333333333335 0.002 host "NGC 4136" 182.325 29.926944444444445 -999 22.16267 -6.726583492959545
13629 I 202.48749999999995 47.27166666666667 0.0016 host "NGC 5195, M51B" 202.4958333333333 47.2725 -999 18.5827 -9.822003427919263
13630 II 190.6333333333333 -0.08166666666666668 0.0057 host "NGC 4632" 190.6333333333333 -0.0825 -999 21.01087 -10.152607793002094
13631 II 154.14583333333334 21.111666666666668 0.0044 host "NGC 3177" 154.14166666666665 21.123055555555556 9 20.40924 -10.192126897070576
13632 "II, II P" 308.8395833333333 60.17111111111111 0.00015 host "NGC 6946" 308.7166666666666 60.15416666666667 -999 23.49021 0.2256501900819572
13633 I 195.2208333333333 28.01 0.017 host "IC 4051" 195.22916666666663 28.009444444444444 -999 22.69065 -10.845698121531004
13634 II 210.98041666666666 54.36138888888889 0.00378 -999 "NGC 5457, M101, NGC 4564" 210.802 54.3489 9 17.509 -12.762562513825763
13635 II 165.92083333333332 49.846666666666664 -999.0 -999 A110342+4951 165.92499999999998 49.85 -999 23.32579 nan
13636 Ib 183.93749999999997 36.27 0.00097 host "NGC 4214" 183.9125 36.32694444444445 -999 21.58493 -5.733032185970863
13637 II 227.43749999999997 57.001666666666665 0.0026 host "NGC 5879" 227.4458333333333 57.00138888888889 -999 22.46389 -6.995080254493729
13638 "II Pec?, LBV" 114.23416666666665 65.63119444444443 0.00043 heliocentric "NGC 2403" 114.21249999999999 65.60249999999999 -999 22.73693 -2.8145157925375663
13639 I 16.886249999999997 -13.269722222222223 0.054 host "MCG -02-03-74, PGC 3979" 16.845833333333335 -13.216388888888888 -999 -999.0 -999.0
13640 Pec 195.36479166666666 27.872972222222224 0.018 host "NGC 4921" 195.35833333333332 27.886666666666667 9 17.98582 -15.674646040156166
13641 "II, II L" 339.2575833333333 34.41902777777778 0.0027 host "NGC 7331" 339.26666666666665 34.41555555555556 -999 22.21325 -7.327672335434578
13642 I 185.74541666666664 15.816972222222223 0.0053 host "NGC 4321, M100" 185.72916666666666 15.822777777777777 -999 22.5957 -8.409782862643581
13643 I 186.7392083333333 48.27458333333333 0.026 host "MCG +08-23-37, UGC 7560" 186.73749999999998 48.276944444444446 -999 21.891 -12.56797025449373
13644 I 124.94766666666663 22.041305555555557 0.012 host "NGC 2565" 124.94999999999999 22.031388888888888 -999 21.8877 -10.89230974487776
13645 I 126.53320833333332 21.458972222222222 0.015 host "MCG +04-20-51, UGC 4399" 126.53333333333333 21.456944444444442 -999 -999.0 -999.0
13646 I 16.541833333333333 31.40661111111111 0.021 host "MCG +05-03-47, UGC 673" 16.541666666666664 31.40611111111111 9 21.79023 -12.204969988309237
13647 I 126.44212499999999 19.454055555555556 0.025235 -999 "IC 2363" 126.44166666666665 19.449722222222224 9 19.76965 -14.624470059988163
